head_id,tail_id,label
DB00640,DB00825,1
DB00641,DB08880,1
DB00642,DB08880,1
DB00252,DB00643,1
DB00644,DB09277,1
DB00645,DB14719,1
DB00646,DB01076,1
DB00328,DB00649,1
DB00650,DB08880,1
DB00651,DB13821,1
DB00328,DB00654,1
DB00659,DB08880,1
DB00660,DB00682,1
DB00662,DB08953,1
DB00328,DB00663,1
DB00665,DB13821,1
DB00666,DB09277,1
DB00668,DB00682,1
DB00669,DB08880,1
DB00670,DB08953,1
DB00671,DB14055,1
DB00673,DB00682,1
DB00678,DB00682,1
DB00680,DB08953,1
DB00681,DB13821,1
DB00682,DB08880,1
DB00684,DB13821,1
DB00328,DB00685,1
DB00686,DB13821,1
DB00687,DB01873,1
DB00688,DB08880,1
DB00689,DB13821,1
DB00692,DB13821,1
DB00694,DB08880,1
DB00682,DB00695,1
DB00682,DB00696,1
DB00698,DB13821,1
DB00682,DB00700,1
DB00328,DB00701,1
DB00328,DB00705,1
DB00682,DB00706,1
DB00709,DB13821,1
DB00710,DB13821,1
DB00713,DB13821,1
DB00714,DB08880,1
DB00716,DB13821,1
DB00717,DB01873,1
DB00718,DB13821,1
DB00328,DB00723,1
DB00725,DB08953,1
DB00728,DB14719,1
DB00730,DB13821,1
DB00682,DB00731,1
DB00732,DB08953,1
DB00733,DB13821,1
DB00328,DB00736,1
DB00739,DB14055,1
DB00740,DB08880,1
DB00741,DB01873,1
DB00682,DB00742,1
DB00743,DB13821,1
DB00744,DB08880,1
DB00328,DB00745,1
DB00746,DB09139,1
DB00747,DB08953,1
DB00682,DB00749,1
DB00750,DB14719,1
DB00682,DB00754,1
DB00682,DB00757,1
DB00759,DB08880,1
DB00760,DB13821,1
DB00762,DB01873,1
DB00763,DB08880,1
DB00764,DB08880,1
DB00328,DB00765,1
DB00766,DB06770,1
DB00767,DB08953,1
DB00768,DB00935,1
DB00769,DB14055,1
DB00770,DB08880,1
DB00771,DB08953,1
DB00773,DB08880,1
DB00682,DB00774,1
DB00775,DB13821,1
DB00682,DB00776,1
DB00682,DB00777,1
DB00682,DB00778,1
DB00328,DB00779,1
DB00682,DB00782,1
DB00783,DB08880,1
DB00784,DB08880,1
DB00787,DB13821,1
DB00788,DB08880,1
DB00789,DB13821,1
DB00791,DB06770,1
DB00682,DB00794,1
DB00795,DB08880,1
DB00798,DB13821,1
DB00800,DB13821,1
DB00801,DB08953,1
DB00803,DB13821,1
DB00682,DB00805,1
DB00806,DB08880,1
DB00682,DB00808,1
DB00809,DB09262,1
DB00810,DB08953,1
DB00811,DB13821,1
DB00814,DB01194,1
DB00328,DB00816,1
DB00328,DB00817,1
DB00818,DB08880,1
DB00682,DB00819,1
DB00682,DB00820,1
DB00826,DB06770,1
DB00328,DB00827,1
DB00828,DB13821,1
DB00832,DB08953,1
DB00833,DB13821,1
DB00682,DB00834,1
DB00836,DB08880,1
DB00682,DB00837,1
DB00682,DB00839,1
DB00682,DB00841,1
DB00682,DB00842,1
DB00843,DB08880,1
DB00845,DB08880,1
DB00846,DB12095,1
DB00850,DB08880,1
DB00851,DB08880,1
DB00328,DB00852,1
DB00853,DB13821,1
DB00855,DB06770,1
DB00243,DB00856,1
DB00859,DB08880,1
DB00860,DB01873,1
DB00682,DB00861,1
DB00862,DB01873,1
DB00864,DB08880,1
DB00328,DB00867,1
DB00869,DB09238,1
DB00328,DB00870,1
DB00682,DB00871,1
DB00682,DB00872,1
DB00682,DB00875,1
DB00877,DB08880,1
DB00879,DB06608,1
DB00682,DB00880,1
DB00884,DB13821,1
DB00887,DB08880,1
DB00682,DB00889,1
DB00328,DB00891,1
DB00892,DB14719,1
DB00894,DB13821,1
DB00896,DB12095,1
DB00682,DB00897,1
DB00898,DB08880,1
DB00900,DB13821,1
DB00328,DB00901,1
DB00682,DB00903,1
DB00904,DB08880,1
DB00328,DB00905,1
DB00328,DB00906,1
DB00682,DB00908,1
DB00682,DB00909,1
DB00912,DB01873,1
DB00328,DB00914,1
DB00328,DB00916,1
DB00917,DB08880,1
DB00918,DB08880,1
DB00919,DB06770,1
DB00921,DB08880,1
DB00923,DB13821,1
DB00927,DB08880,1
DB00928,DB13821,1
DB00929,DB13749,1
DB00931,DB09275,1
DB00682,DB00932,1
DB00682,DB00933,1
DB00328,DB00935,1
DB00682,DB00936,1
DB00937,DB14719,1
DB00938,DB12095,1
DB00682,DB00939,1
DB00940,DB08953,1
DB00942,DB08953,1
DB00943,DB01004,1
DB00682,DB00945,1
DB00946,DB08880,1
DB00328,DB00947,1
DB00948,DB14055,1
DB00950,DB08880,1
DB00682,DB00951,1
DB00328,DB00952,1
DB00682,DB00953,1
DB00682,DB00954,1
DB00955,DB13821,1
DB00328,DB00957,1
DB00959,DB01873,1
DB00682,DB00961,1
DB00328,DB00963,1
DB00966,DB08880,1
DB00682,DB00968,1
DB00969,DB08880,1
DB00970,DB08880,1
DB00974,DB13821,1
DB00975,DB13821,1
DB00682,DB00976,1
DB00977,DB08880,1
DB00978,DB08880,1
DB00979,DB09262,1
DB00980,DB08880,1
DB00981,DB09262,1
DB00682,DB00983,1
DB00984,DB14055,1
DB00986,DB08953,1
DB00987,DB08880,1
DB00682,DB00988,1
DB00682,DB00991,1
DB00993,DB08880,1
DB00996,DB08953,1
DB00997,DB01873,1
DB00998,DB08880,1
DB00999,DB08880,1
DB01000,DB14055,1
DB00682,DB01001,1
DB01002,DB08880,1
DB00935,DB01003,1
DB01004,DB13821,1
DB01005,DB08880,1
DB00682,DB01009,1
DB01010,DB13821,1
DB01013,DB08880,1
DB00682,DB01014,1
DB01015,DB08880,1
DB01016,DB08880,1
DB00328,DB01017,1
DB00682,DB01018,1
DB01020,DB13821,1
DB00682,DB01021,1
DB00682,DB01023,1
DB01024,DB08880,1
DB01029,DB08880,1
DB01030,DB08880,1
DB01033,DB01873,1
DB01034,DB03410,1
DB00682,DB01035,1
DB00682,DB01036,1
DB01038,DB12890,1
DB01041,DB08880,1
DB01042,DB08880,1
DB00328,DB01044,1
DB00328,DB01045,1
DB01046,DB13821,1
DB01047,DB08880,1
DB01048,DB13821,1
DB01051,DB01076,1
DB01053,DB08880,1
DB01056,DB08880,1
DB01058,DB08880,1
DB00328,DB01059,1
DB01060,DB13821,1
DB01061,DB14055,1
DB00682,DB01062,1
DB01063,DB08953,1
DB00328,DB01064,1
DB01065,DB08880,1
DB01066,DB13821,1
DB00682,DB01067,1
DB00682,DB01068,1
DB01070,DB14652,1
DB00682,DB01072,1
DB01073,DB08880,1
DB01076,DB01873,1
DB01077,DB13821,1
DB01078,DB01873,1
DB01079,DB08880,1
DB01080,DB08953,1
DB01082,DB13821,1
DB01083,DB14055,1
DB01087,DB08880,1
DB00328,DB01088,1
DB00328,DB01089,1
DB01092,DB01873,1
DB01094,DB08880,1
DB01095,DB08880,1
DB01097,DB08880,1
DB01098,DB01873,1
DB01099,DB13821,1
DB01100,DB08880,1
DB01101,DB08880,1
DB00328,DB01102,1
DB01106,DB08953,1
DB01107,DB08953,1
DB01108,DB01873,1
DB01111,DB13821,1
DB01112,DB13821,1
DB00328,DB01117,1
DB00328,DB01119,1
DB00328,DB01120,1
DB01121,DB08953,1
DB01122,DB09262,1
DB00328,DB01126,1
DB01128,DB01873,1
DB01129,DB13821,1
DB01130,DB12095,1
DB01132,DB08880,1
DB00682,DB01135,1
DB00682,DB01137,1
DB00328,DB01138,1
DB01139,DB13821,1
DB01140,DB13821,1
DB01141,DB14055,1
DB01147,DB14055,1
DB01150,DB13821,1
DB00682,DB01152,1
DB00682,DB01154,1
DB00328,DB01155,1
DB00682,DB01156,1
DB01157,DB13821,1
DB00429,DB01160,1
DB00328,DB01162,1
DB01163,DB14055,1
DB00328,DB01165,1
DB01166,DB08880,1
DB01168,DB08880,1
DB00682,DB01171,1
DB01172,DB13821,1
DB01177,DB08880,1
DB01178,DB08953,1
DB01181,DB08880,1
DB00682,DB01183,1
DB01184,DB08880,1
DB01185,DB14055,1
DB00682,DB01186,1
DB01189,DB14719,1
DB00682,DB01190,1
DB01195,DB08880,1
DB01196,DB08880,1
DB01198,DB08880,1
DB01199,DB08953,1
DB00682,DB01200,1
DB00682,DB01201,1
DB01202,DB08953,1
DB01204,DB08880,1
DB01206,DB08880,1
DB00328,DB01207,1
DB00328,DB01208,1
DB01210,DB12235,1
DB00328,DB01211,1
DB01212,DB13821,1
DB01213,DB13821,1
DB00825,DB01214,1
DB00682,DB01215,1
DB00328,DB01216,1
DB01218,DB08880,1
DB01220,DB14055,1
DB01221,DB08880,1
DB01222,DB08880,1
DB00682,DB01224,1
DB01226,DB08953,1
DB00825,DB01228,1
DB01229,DB08880,1
DB01231,DB08953,1
DB01232,DB08880,1
DB01233,DB08880,1
DB01234,DB08880,1
DB01236,DB12095,1
DB00682,DB01238,1
DB00682,DB01240,1
DB00682,DB01241,1
DB01243,DB12235,1
DB00682,DB01247,1
DB01248,DB01873,1
DB01249,DB13821,1
DB00682,DB01250,1
DB00328,DB01251,1
DB00328,DB01252,1
DB00682,DB01253,1
DB01254,DB08880,1
DB00328,DB01255,1
DB01256,DB01873,1
DB01259,DB08880,1
DB01260,DB12095,1
DB01262,DB08880,1
DB00682,DB01263,1
DB00682,DB01264,1
DB01004,DB01265,1
DB00682,DB01267,1
DB01268,DB08880,1
DB00682,DB01274,1
DB00682,DB01275,1
DB01280,DB08880,1
DB00682,DB01283,1
DB00996,DB01284,1
DB00328,DB01288,1
DB00328,DB01289,1
DB00328,DB01291,1
DB00328,DB01294,1
DB01296,DB12465,1
DB01301,DB13686,1
DB01303,DB01873,1
DB00682,DB01319,1
DB01320,DB08880,1
DB01076,DB01321,1
DB01324,DB08880,1
DB01326,DB13821,1
DB01327,DB13821,1
DB01328,DB13821,1
DB01329,DB13821,1
DB01330,DB13821,1
DB01331,DB13821,1
DB01332,DB13821,1
DB01333,DB13821,1
DB01336,DB08953,1
DB00996,DB01362,1
DB00328,DB01366,1
DB01076,DB01369,1
DB01380,DB01873,1
DB00328,DB01382,1
DB01384,DB01873,1
DB00682,DB01388,1
DB00682,DB01392,1
DB00682,DB01393,1
DB01394,DB01873,1
DB01396,DB01873,1
DB00682,DB01397,1
DB00682,DB01399,1
DB01405,DB08880,1
DB00682,DB01406,1
DB00328,DB01407,1
DB00328,DB01408,1
DB01410,DB08880,1
DB01412,DB01873,1
DB01413,DB13821,1
DB01414,DB13821,1
DB01415,DB13821,1
DB01416,DB13821,1
DB01418,DB08880,1
DB00682,DB01419,1
DB01420,DB13821,1
DB01421,DB13821,1
DB01422,DB03410,1
DB01423,DB08880,1
DB01425,DB12890,1
DB00825,DB01426,1
DB01427,DB13821,1
DB01428,DB13821,1
DB01434,DB04630,1
DB01436,DB14652,1
DB00682,DB01437,1
DB01438,DB13821,1
DB01440,DB08953,1
DB01445,DB08953,1
DB01471,DB04630,1
DB01481,DB14055,1
DB01485,DB14055,1
DB00682,DB01488,1
DB00219,DB01496,1
DB01501,DB08953,1
DB01511,DB08953,1
DB01521,DB04630,1
DB01524,DB04630,1
DB00805,DB01525,1
DB01534,DB08953,1
DB01541,DB14055,1
DB01543,DB14055,1
DB01545,DB08953,1
DB01547,DB08953,1
DB01548,DB09049,1
DB01553,DB08953,1
DB01554,DB04630,1
DB01558,DB08880,1
DB01560,DB08953,1
DB00682,DB01563,1
DB01564,DB14055,1
DB01569,DB14055,1
DB01581,DB14055,1
DB00682,DB01587,1
DB00328,DB01589,1
DB01590,DB08880,1
DB01594,DB08953,1
DB01595,DB08953,1
DB00328,DB01597,1
DB01004,DB01598,1
DB00825,DB01599,1
DB00682,DB01600,1
DB01601,DB08880,1
DB01602,DB14055,1
DB01603,DB14055,1
DB01604,DB14055,1
DB01605,DB14055,1
DB01606,DB08880,1
DB01607,DB14055,1
DB01608,DB09275,1
DB00328,DB01609,1
DB01610,DB13821,1
DB01611,DB08880,1
DB00682,DB01614,1
DB01615,DB08953,1
DB00682,DB01618,1
DB01621,DB08953,1
DB00682,DB01624,1
DB01625,DB08953,1
DB01627,DB14055,1
DB01628,DB08880,1
DB01629,DB08984,1
DB01638,DB13821,1
DB01645,DB08880,1
DB00328,DB01650,1
DB01656,DB08880,1
DB01667,DB01873,1
DB01669,DB06770,1
DB01685,DB13821,1
DB01076,DB01698,1
DB00328,DB01700,1
DB01708,DB15335,1
DB01740,DB06210,1
DB01076,DB01764,1
DB01783,DB14055,1
DB01791,DB08931,1
DB01816,DB08880,1
DB00682,DB01873,1
DB01076,DB01892,1
DB01910,DB03410,1
DB01933,DB06770,1
DB00682,DB01954,1
DB01873,DB01978,1
DB00328,DB02032,1
DB00328,DB02056,1
DB00316,DB02058,1
DB02109,DB06770,1
DB02115,DB08880,1
DB01873,DB02134,1
DB02207,DB08953,1
DB00328,DB02224,1
DB02237,DB06770,1
DB01873,DB02245,1
DB02247,DB13821,1
DB02261,DB14055,1
DB00945,DB02266,1
DB02282,DB06770,1
DB00460,DB02285,1
DB00252,DB02300,1
DB00328,DB02304,1
DB02342,DB06770,1
DB02345,DB06210,1
DB02369,DB11417,1
DB01873,DB02377,1
DB02424,DB06770,1
DB02442,DB06210,1
DB01873,DB02489,1
DB02513,DB03410,1
DB02527,DB08880,1
DB02546,DB08880,1
DB00316,DB02567,1
DB01873,DB02568,1
DB02587,DB13967,1
DB00825,DB02638,1
DB02640,DB06770,1
DB02659,DB08880,1
DB02691,DB14055,1
DB02699,DB12474,1
DB02703,DB08880,1
DB00328,DB02709,1
DB02753,DB06210,1
DB02806,DB08880,1
DB02852,DB08953,1
DB02901,DB14055,1
DB02948,DB06770,1
DB02958,DB06210,1
DB00682,DB02959,1
DB00682,DB03010,1
DB03040,DB09139,1
DB03043,DB06210,1
DB03049,DB06210,1
DB03070,DB06210,1
DB03172,DB06770,1
DB01873,DB03255,1
DB03374,DB08953,1
DB03410,DB08880,1
DB03419,DB14055,1
DB03423,DB06210,1
DB03424,DB06770,1
DB03450,DB13821,1
DB03451,DB08880,1
DB03467,DB08880,1
DB03496,DB08880,1
DB03509,DB06770,1
DB03513,DB06210,1
DB03523,DB08880,1
DB00682,DB03585,1
DB03604,DB08953,1
DB03615,DB13821,1
DB03695,DB06770,1
DB01195,DB03754,1
DB03758,DB14055,1
DB03783,DB08880,1
DB03410,DB03819,1
DB03825,DB06770,1
DB03849,DB08931,1
DB00328,DB03866,1
DB03880,DB06770,1
DB00996,DB03938,1
DB03946,DB06770,1
DB01289,DB03966,1
DB00682,DB04066,1
DB00682,DB04070,1
DB01873,DB04076,1
DB04106,DB06770,1
DB04124,DB06770,1
DB04145,DB13967,1
DB04165,DB08953,1
DB04216,DB08880,1
DB04222,DB06770,1
DB01044,DB04249,1
DB04253,DB06770,1
DB04258,DB14652,1
DB04263,DB13821,1
DB04267,DB09139,1
DB04297,DB06770,1
DB04331,DB06770,1
DB00579,DB04334,1
DB01289,DB04339,1
DB04348,DB08880,1
DB01873,DB04356,1
DB04440,DB06770,1
DB04468,DB06770,1
DB04513,DB13967,1
DB04540,DB08880,1
DB00682,DB04552,1
DB04570,DB13821,1
DB04574,DB08880,1
DB00328,DB04576,1
DB00460,DB04619,1
DB04626,DB13821,1
DB01873,DB04630,1
DB04655,DB06770,1
DB00682,DB04682,1
DB00805,DB04688,1
DB04690,DB08880,1
DB04729,DB13821,1
DB03410,DB04741,1
DB00682,DB04743,1
DB03410,DB04744,1
DB04785,DB06770,1
DB04795,DB09139,1
DB04796,DB14652,1
DB04808,DB13821,1
DB00682,DB04812,1
DB04817,DB13821,1
DB00682,DB04818,1
DB00682,DB04820,1
DB00682,DB04828,1
DB00682,DB04829,1
DB00682,DB04831,1
DB04836,DB09275,1
DB00682,DB04839,1
DB00682,DB04842,1
DB04843,DB08953,1
DB00825,DB04844,1
DB01873,DB04845,1
DB04847,DB08880,1
DB04849,DB06770,1
DB01076,DB04850,1
DB04854,DB08880,1
DB00682,DB04855,1
DB00328,DB04856,1
DB04858,DB06770,1
DB04863,DB13967,1
DB04864,DB09262,1
DB04865,DB14055,1
DB04866,DB06770,1
DB04868,DB08880,1
DB00328,DB04876,1
DB00328,DB04878,1
DB00316,DB04879,1
DB01427,DB04880,1
DB04881,DB08880,1
DB00682,DB04885,1
DB04888,DB08953,1
DB04890,DB13821,1
DB04891,DB14652,1
DB04892,DB09262,1
DB01076,DB04894,1
DB04898,DB13821,1
DB04903,DB08953,1
DB00682,DB04908,1
DB00328,DB04911,1
DB00682,DB04917,1
DB04918,DB13821,1
DB04936,DB09139,1
DB00328,DB04938,1
DB00682,DB04946,1
DB04952,DB06770,1
DB00682,DB04953,1
DB04957,DB08953,1
DB04961,DB06770,1
DB00983,DB04977,1
DB05015,DB08880,1
DB01076,DB05016,1
DB05018,DB13821,1
DB05039,DB12095,1
DB05087,DB06414,1
DB00682,DB05095,1
DB04630,DB05107,1
DB05109,DB08880,1
DB05129,DB06770,1
DB05143,DB11417,1
DB01873,DB05168,1
DB00825,DB05223,1
DB05229,DB13821,1
DB05232,DB14719,1
DB01873,DB05239,1
DB05246,DB14719,1
DB00900,DB05262,1
DB00328,DB05266,1
DB00682,DB05271,1
DB00630,DB05288,1
DB01873,DB05294,1
DB05295,DB14652,1
DB00460,DB05296,1
DB01873,DB05316,1
DB05351,DB08953,1
DB01004,DB05381,1
DB00328,DB05395,1
DB05424,DB06770,1
DB05428,DB06770,1
DB00825,DB05465,1
DB01873,DB05521,1
DB05524,DB06770,1
DB00682,DB05541,1
DB00682,DB05542,1
DB00328,DB05562,1
DB00316,DB05575,1
DB00682,DB05607,1
DB05668,DB06770,1
DB05676,DB08880,1
DB05710,DB08953,1
DB00328,DB05767,1
DB05779,DB06770,1
DB05786,DB06770,1
DB00682,DB05812,1
DB01076,DB05814,1
DB00682,DB05830,1
DB00805,DB05875,1
DB00682,DB05903,1
DB05928,DB08880,1
DB00682,DB05990,1
DB00328,DB06011,1
DB00290,DB06013,1
DB00682,DB06016,1
DB06021,DB06770,1
DB00328,DB06077,1
DB06117,DB14652,1
DB01194,DB06119,1
DB00582,DB06137,1
DB00682,DB06144,1
DB01076,DB06145,1
DB01076,DB06151,1
DB06155,DB08953,1
DB06159,DB06770,1
DB00328,DB06160,1
DB06163,DB06770,1
DB00328,DB06174,1
DB01873,DB06176,1
DB00328,DB06190,1
DB00080,DB06191,1
DB06194,DB14652,1
DB06195,DB06770,1
DB06196,DB13821,1
DB01076,DB06199,1
DB06201,DB08953,1
DB04938,DB06202,1
DB00328,DB06207,1
DB00682,DB06209,1
DB06210,DB08880,1
DB06211,DB13821,1
DB00682,DB06212,1
DB06213,DB13812,1
DB00825,DB06217,1
DB00682,DB06218,1
DB06228,DB08880,1
DB06230,DB13821,1
DB00682,DB06233,1
DB06234,DB08880,1
DB06235,DB08880,1
DB06237,DB08880,1
DB00080,DB06240,1
DB04630,DB06250,1
DB00328,DB06251,1
DB06255,DB13821,1
DB00682,DB06262,1
DB06263,DB06770,1
DB06264,DB08953,1
DB00682,DB06266,1
DB00328,DB06268,1
DB06272,DB14652,1
DB06274,DB09049,1
DB00682,DB06282,1
DB06287,DB08880,1
DB00682,DB06288,1
DB06290,DB08880,1
DB06292,DB08880,1
DB00316,DB06302,1
DB00825,DB06334,1
DB06335,DB08880,1
DB00819,DB06358,1
DB06365,DB06770,1
DB01076,DB06395,1
DB00328,DB06401,1
DB06402,DB13821,1
DB06403,DB08880,1
DB06410,DB14652,1
DB01076,DB06412,1
DB00328,DB06413,1
DB00328,DB06414,1
DB00682,DB06419,1
DB00391,DB06421,1
DB00391,DB06422,1
DB06433,DB06770,1
DB06436,DB06770,1
DB01076,DB06440,1
DB06441,DB13821,1
DB00328,DB06442,1
DB00328,DB06448,1
DB00682,DB06458,1
DB06461,DB06770,1
DB00825,DB06468,1
DB01076,DB06469,1
DB06478,DB06770,1
DB01873,DB06479,1
DB00682,DB06480,1
DB01076,DB06510,1
DB06527,DB08953,1
DB06543,DB13821,1
DB06554,DB08953,1
DB06558,DB13967,1
DB01873,DB06575,1
DB00682,DB06587,1
DB06589,DB08880,1
DB06590,DB13821,1
DB06594,DB08880,1
DB01873,DB06595,1
DB00328,DB06600,1
DB01873,DB06603,1
